3.165000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.165000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.165000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.165000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.165000000000000000e+05,1.502080000000000000e+05,0.000000000000000000e+00,2.021289000000000000e+06
5.955000000000000000e+05,1.502080000000000000e+05,1.567980000000000000e+05,2.021289000000000000e+06
3.905040000000000000e+05,1.655080000000000000e+05,3.353420000000000000e+05,5.824780000000000000e+05
3.905040000000000000e+05,1.655080000000000000e+05,7.203420000000000000e+05,5.240930000000000000e+05
3.905040000000000000e+05,1.655080000000000000e+05,7.603420000000000000e+05,5.240930000000000000e+05
3.905040000000000000e+05,1.655080000000000000e+05,7.603420000000000000e+05,5.240930000000000000e+05
3.905040000000000000e+05,1.655080000000000000e+05,8.609250000000000000e+05,5.420040000000000000e+05
3.905040000000000000e+05,1.655080000000000000e+05,8.609250000000000000e+05,5.420040000000000000e+05
3.905040000000000000e+05,1.655080000000000000e+05,8.609250000000000000e+05,5.420040000000000000e+05
6.624710000000000000e+05,1.655080000000000000e+05,8.609250000000000000e+05,5.420040000000000000e+05
7.524710000000000000e+05,2.402080000000000000e+05,8.609250000000000000e+05,5.420040000000000000e+05
1.192471000000000000e+06,2.402080000000000000e+05,8.609250000000000000e+05,5.420040000000000000e+05
1.002140000000000000e+06,3.607410000000000000e+05,9.205800000000000000e+05,5.420040000000000000e+05
1.002140000000000000e+06,4.214070000000000000e+05,9.205800000000000000e+05,5.674605000000000000e+05
5.581905000000000000e+05,5.481345000000000000e+05,9.205800000000000000e+05,6.667255000000000000e+05
5.581905000000000000e+05,5.481345000000000000e+05,8.198725000000000000e+05,6.667255000000000000e+05
5.581905000000000000e+05,5.481345000000000000e+05,8.198725000000000000e+05,6.667255000000000000e+05
5.581905000000000000e+05,4.954685000000000000e+05,1.253930000000000000e+06,6.667255000000000000e+05
7.412155000000000000e+05,1.033105500000000000e+06,1.114677000000000000e+06,6.667255000000000000e+05
6.417452500000000000e+05,7.409755000000000000e+05,8.064070000000000000e+05,6.667255000000000000e+05
4.907452500000000000e+05,7.711995000000000000e+05,9.456600000000000000e+05,6.667255000000000000e+05
